项目经理名称,决策状态,回购进程,当前审批人,电池型号,电池SN,回购业务编号,回购决策编号,业务状态,创建时间,更新时间,车辆品牌,车架号,回购来源,所属部门,付款申请编号,付款申请时间,付款申请状态,付款时间,收款方,回购金额,已付款金额,未付款金额,支付方式,付款明细状态,租售决策通过时间,总部套数,付款套数,距离今天天数
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFB3GS11,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF1S0046481,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFB1GS02,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF0S0046486,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AF0PBFAEGS26,LDJT-2026-014-ZDQM-13109,PPS-202606-202,已会签,2026-06-04 14:55:08.0,2026-06-17 12:50:15.0,徐工,LC1HMYBF0S0046472,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-17,22.0,22,30
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG1SJJ22,LDJT-2026-014-SHYQC-11887,PPS-202605-1399,已会签,2026-05-21 17:15:29.0,2026-06-05 18:56:05.0,徐工,LC1HMYBF3T0009496,山西盛宏业汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-06-05,2.0,2,42
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFCGJJ90,LDJT-2026-014-SHYQC-11887,PPS-202605-1399,已会签,2026-05-21 17:15:29.0,2026-06-05 18:56:05.0,徐工,LC1HMYBF1T0009495,山西盛宏业汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-06-05,2.0,2,42
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBF7JHF04,LDJT-2026-014-HSG-02692,PPS-202602-161,已会签,2026-02-04 17:54:02.0,2026-05-07 19:47:38.0,东风特汽,LDTGLWUP0SG020142,陕西浩实观商贸有限公司,事业二部解决方案组,,,-,,,363300.0,,,,,2026-02-24,1.0,1,143
田若成,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1PJJ25,LDJT-2026-014-JZZB-15351,PPS-202606-1756,已会签,2026-06-26 11:53:39.0,2026-07-06 21:36:03.0,陕重汽,LZGJLM449TX020770,晋中众邦汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-06,2.0,2,11
田若成,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBJHF17,LDJT-2026-014-JZZB-15351,PPS-202606-1756,已会签,2026-06-26 11:53:39.0,2026-07-06 21:36:03.0,陕重汽,LZGJLM446TX036165,晋中众邦汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-06,2.0,2,11
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AF0PBG22JJ04,LDJT-2026-014-YNXS-14106,PPS-202606-869,已会签,2026-06-15 11:06:10.0,2026-06-23 09:02:50.0,陕重汽,LZGJL4448TX059835,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-23,2.0,2,24
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG1PJJ07,LDJT-2026-014-YNXS-14106,PPS-202606-869,已会签,2026-06-15 11:06:10.0,2026-06-23 09:02:50.0,陕重汽,LZGJL4443TX059838,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-23,2.0,2,24
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG22JJ15,LDJT-2026-014-CY-14715,PPS-202606-1430,已会签,2026-06-19 08:56:29.0,2026-07-06 21:34:03.0,陕重汽,LZGJLM44XTX055429,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-06,3.0,3,11
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG23JJ09,LDJT-2026-014-CY-14715,PPS-202606-1430,已会签,2026-06-19 08:56:29.0,2026-07-06 21:34:03.0,陕重汽,LZGJLM449TX055423,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-06,3.0,3,11
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1PJJ05,LDJT-2026-014-CY-14715,PPS-202606-1430,已会签,2026-06-19 08:56:29.0,2026-07-06 21:34:03.0,陕重汽,LZGJLM448TX055428,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-06,3.0,3,11
田若成,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFB7HF40,LDJT-2026-014-JZZB-14251,PPS-202606-1138,已会签,2026-06-15 18:10:55.0,2026-06-30 19:10:40.0,陕重汽,LZGJLM447TX020766,晋中众邦汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-30,1.0,1,17
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF9WG008,LDJT-2026-014-SXJH-13977,PPS-202606-950,已会签,2026-06-12 15:25:26.0,2026-06-24 09:34:28.0,徐工,LC1HMYBF7S0040264,山西嘉海运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,2.0,2,23
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBF9VG005,LDJT-2026-014-SXJH-13977,PPS-202606-950,已会签,2026-06-12 15:25:26.0,2026-06-24 09:34:28.0,徐工,LC1HMYBF5S0040263,山西嘉海运输有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,2.0,2,23
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG36GS03,LDJT-2026-014-MDCC-13216,PPS-202606-122,已会签,2026-06-05 15:43:08.0,2026-06-09 18:30:46.0,陕重汽,LZGJL4444TX051778,陕西明德车城汽车销售服务有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-09,2.0,2,38
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG35GS08,LDJT-2026-014-MDCC-13216,PPS-202606-122,已会签,2026-06-05 15:43:08.0,2026-06-09 18:30:46.0,陕重汽,LZGJL4440TX051776,陕西明德车城汽车销售服务有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-06-09,2.0,2,38
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFAVHF13,LDJT-2026-014-DLXH-10764,PPS-202605-457,已会签,2026-05-14 14:36:24.0,2026-05-19 17:16:29.0,陕重汽,LZGJLM442SX135368,大荔鑫辉汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-05-19,2.0,2,59
蒙迪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFA0HF50,LDJT-2026-014-DLXH-10764,PPS-202605-457,已会签,2026-05-14 14:36:24.0,2026-05-19 17:16:29.0,陕重汽,LZGJLM440SX135367,大荔鑫辉汽车销售服务有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-05-19,2.0,2,59
马琛超,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3SKX05,LDJT-2026-014-HRS-15882,PPS-202606-1874,已会签,2026-07-02 10:12:13.0,2026-07-06 21:34:13.0,徐工,LC1HMYBF9T0012497,山西恒瑞盛汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-06,2.0,2,11
马琛超,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3RKX35,LDJT-2026-014-HRS-15882,PPS-202606-1874,已会签,2026-07-02 10:12:13.0,2026-07-06 21:34:13.0,徐工,LC1HMYBF5T0012495,山西恒瑞盛汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-06,2.0,2,11
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC8JJ31,LDJT-2026-014-HYJT-14037,PPS-202606-975,已会签,2026-06-13 14:35:59.0,2026-06-19 21:35:44.0,陕重汽,LZGJLM447TX055422,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-06-19,2.0,2,28
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFC6JJ17,LDJT-2026-014-HYJT-14037,PPS-202606-975,已会签,2026-06-13 14:35:59.0,2026-06-19 21:35:44.0,陕重汽,LZGJLM445TX055421,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-06-19,2.0,2,28
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG56JJ13,LDJT-2026-014-ZYZH-14855,PPS-202606-1347,已会签,2026-06-22 17:03:53.0,2026-06-24 09:37:24.0,徐工,LC1HMYBF9T0016081,陕西尊元智宏新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-24,2.0,2,23
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG56JJ08,LDJT-2026-014-ZYZH-14855,PPS-202606-1347,已会签,2026-06-22 17:03:53.0,2026-06-24 09:37:24.0,徐工,LC1HMYBF0T0016082,陕西尊元智宏新能源科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-06-24,2.0,2,23
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBFBDG043,LDJT-2026-014-JZHJQC-14013,PPS-202606-963,已会签,2026-06-12 17:16:28.0,2026-06-24 09:26:56.0,徐工,LC1HMYBF6S0031975,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-24,1.0,1,23
尚勇磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG3HJJ04,LDJT-2026-014-LLYT-14642,PPS-202606-1273,已会签,2026-06-18 10:43:05.0,2026-06-30 19:10:56.0,柳汽,LNXKBLG25TL406898,柳林县运通物流配货有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-30,3.0,3,17
尚勇磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFB6HF42,LDJT-2026-014-LLYT-14642,PPS-202606-1273,已会签,2026-06-18 10:43:05.0,2026-06-30 19:10:56.0,柳汽,LNXKBLG21TL407224,柳林县运通物流配货有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-30,3.0,3,17
尚勇磊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBF9RJC01,LDJT-2026-014-LLYT-14642,PPS-202606-1273,已会签,2026-06-18 10:43:05.0,2026-06-30 19:10:56.0,柳汽,LNXKBLG21TL406901,柳林县运通物流配货有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-06-30,3.0,3,17
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,BD0PBG5MKX18,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF9T0023743,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,BD0PBG4LKX19,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF8T0023748,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBG57JJ26,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF7T0023742,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBG57JJ25,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF6T0023747,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBG56JJ02,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF4T0023746,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBG55JJ05,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF2T0023745,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-CVP-400kWh电池系统（兰钧）,AD0PBG4WJJ40,LDJT-2026-014-JZHJQC-14698,PPS-202606-1418,已会签,2026-06-18 18:04:57.0,2026-07-07 10:07:05.0,徐工,LC1HMYBF0T0023744,晋中航晋汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-07,7.0,7,10
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3RKX05,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBEXT0016887,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3PKX32,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBE9T0016895,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3PKX30,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBE8T0016905,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3PKX26,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBE5T0016893,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3PKX22,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBE3T0016892,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3PKX13,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBE3T0016889,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
张旺龙,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3AJJ05,LDJT-2026-014-YJSD-14805,PPS-202606-1456,已会签,2026-06-22 14:29:57.0,2026-07-01 10:17:46.0,徐工,LC1HMYBE2T0016897,山西远景时代汽车销售服务有限公司,事业二部二组,,,-,,,329400.0,,,,,2026-07-01,7.0,7,16
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG1NJJ21,LDJT-2026-014-YNXS-14534,PPS-202606-1263,已会签,2026-06-17 14:36:27.0,2026-06-24 09:26:18.0,陕重汽,LZGJLM448TX060936,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-24,1.0,1,23
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG16JJ21,LDJT-2026-014-YNXS-14396,PPS-202606-873,已会签,2026-06-16 16:18:08.0,2026-06-23 09:02:07.0,陕重汽,LZGJL4447TX059843,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-23,1.0,1,24
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1SJJ19,LDJT-2026-014-KKK-15445,PPS-202606-1973,已会签,2026-06-27 11:11:26.0,2026-07-02 19:36:28.0,陕重汽,LZGJLM448TX055414,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-02,3.0,3,15
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1SJJ17,LDJT-2026-014-KKK-15445,PPS-202606-1973,已会签,2026-06-27 11:11:26.0,2026-07-02 19:36:28.0,陕重汽,LZGJLM446TX055413,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-02,3.0,3,15
王晓琪,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1SJJ14,LDJT-2026-014-KKK-15445,PPS-202606-1973,已会签,2026-06-27 11:11:26.0,2026-07-02 19:36:28.0,陕重汽,LZGJLM444TX055412,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-02,3.0,3,15
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG36GS14,LDJT-2026-014-PCZC-10214,PPS-202605-338,已会签,2026-05-11 14:36:22.0,2026-05-25 16:38:41.0,陕重汽,LZGJL4447TX051774,蒲城尊驰汽车销售有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-05-25,2.0,2,53
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG36GS11,LDJT-2026-014-PCZC-10214,PPS-202605-338,已会签,2026-05-11 14:36:22.0,2026-05-25 16:38:41.0,陕重汽,LZGJL4442TX051777,蒲城尊驰汽车销售有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-05-25,2.0,2,53
宋晋,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBBHF21,LDJT-2026-014-SXRH-15533,PPS-202606-2013,已会签,2026-06-29 15:01:07.0,2026-07-02 19:35:54.0,陕重汽,LZGJLM448SX147573,陕西融和绿动汽车科技有限公司,事业二部四组,,,-,,,329400.0,,,,,2026-07-02,1.0,1,15
马琛超,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG3SKX06,LDJT-2026-014-HRS-15876,PPS-202606-1339,已会签,2026-07-02 09:42:50.0,2026-07-06 21:34:28.0,徐工,LC1HMYBF9T0012502,山西恒瑞盛汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-06,1.0,1,11
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG1PJJ11,LDJT-2026-014-YNXS-14973,PPS-202606-1584,已会签,2026-06-23 14:49:05.0,2026-06-24 18:12:01.0,陕重汽,LZGJLM442TX060933,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-24,1.0,1,23
张洲培,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,BD0PBG4JKX19,LDJT-2026-014-BHZJ-15085,PPS-202606-1667,已会签,2026-06-24 11:48:34.0,2026-06-25 18:49:31.0,徐工,LC1HMYBFXT0009351,榆林市滨海中进商贸有限公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-25,5.0,5,22
张洲培,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD5PBFC2JJ30,LDJT-2026-014-BHZJ-15085,PPS-202606-1667,已会签,2026-06-24 11:48:34.0,2026-06-25 18:49:31.0,徐工,LC1HMYBF9T0009230,榆林市滨海中进商贸有限公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-25,5.0,5,22
张洲培,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG4XJJ02,LDJT-2026-014-BHZJ-15085,PPS-202606-1667,已会签,2026-06-24 11:48:34.0,2026-06-25 18:49:31.0,徐工,LC1HMYBF6T0009234,榆林市滨海中进商贸有限公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-25,5.0,5,22
张洲培,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBG3GJJ26,LDJT-2026-014-BHZJ-15085,PPS-202606-1667,已会签,2026-06-24 11:48:34.0,2026-06-25 18:49:31.0,徐工,LC1HMYBF2T0009232,榆林市滨海中进商贸有限公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-25,5.0,5,22
张洲培,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AD0PBFBVJJ04,LDJT-2026-014-BHZJ-15085,PPS-202606-1667,已会签,2026-06-24 11:48:34.0,2026-06-25 18:49:31.0,徐工,LC1HMYBF2T0009229,榆林市滨海中进商贸有限公司,事业二部五组,,,-,,,329400.0,,,,,2026-06-25,5.0,5,22
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG16JJ30,LDJT-2026-014-YNXS-14790,PPS-202606-1425,已会签,2026-06-22 13:51:27.0,2026-06-24 18:14:59.0,陕重汽,LZGJLM44XTX060940,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-24,2.0,2,23
陈毓甲,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBG15JJ19,LDJT-2026-014-YNXS-14790,PPS-202606-1425,已会签,2026-06-22 13:51:27.0,2026-06-24 18:14:59.0,陕重汽,LZGJLM441TX060941,榆林榆能鑫盛汽车销售有限责任公司,事业二部五组,,,-,,,308100.0,,,,,2026-06-24,2.0,2,23
马琛超,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFCSJJ08,LDJT-2026-014-HRS-15902,PPS-202606-1335,已会签,2026-07-02 11:48:21.0,2026-07-06 21:33:36.0,徐工,LC1HMYBF7T0005905,山西恒瑞盛汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-06,2.0,2,11
马琛超,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFCNJJ15,LDJT-2026-014-HRS-15902,PPS-202606-1335,已会签,2026-07-02 11:48:21.0,2026-07-06 21:33:36.0,徐工,LC1HMYBF5T0005904,山西恒瑞盛汽车销售服务有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-07-06,2.0,2,11
白昊昊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFBJJJ11,LDJT-2026-014-HDYY-11313,PPS-202605-993,已终止,2026-05-19 11:57:13.0,2026-07-10 10:58:01.0,重汽,LUECBFBFXSD480896,晋城市宏达运业有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-05-21,2.0,2,57
白昊昊,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统(CTB400 2.0高功率版),AD0PBFB1JJ19,LDJT-2026-014-HDYY-11313,PPS-202605-993,已终止,2026-05-19 11:57:13.0,2026-07-10 10:58:01.0,重汽,LUECBFBF0SD480888,晋城市宏达运业有限公司,事业二部三组,,,-,,,329400.0,,,,,2026-05-21,2.0,2,57
何穆,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBF7YGS14,LDJT-2025-014-ZDQM-30505,PPS-202511-1251,已会签,2025-11-20 16:33:56.0,2025-11-25 19:42:22.0,徐工,LC1HMYBF7S0028597,大荔县振东汽车贸易有限公司,事业二部四组,,,-,,,439400.0,,,,,2025-11-25,1.0,4,234
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG35GS15,LDJT-2026-014-DLXH-09439,PPS-202604-1956,已会签,2026-04-30 14:59:10.0,2026-05-18 14:32:39.0,陕重汽,LZGJL4445TX051787,大荔鑫辉汽车销售服务有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-05-18,2.0,2,60
蒙迪,审批通过,未回购,,QX-600-JL-NN电池系统（锦锂）,AD0PBG35GS09,LDJT-2026-014-DLXH-09439,PPS-202604-1956,已会签,2026-04-30 14:59:10.0,2026-05-18 14:32:39.0,陕重汽,LZGJL4441TX051785,大荔鑫辉汽车销售服务有限公司,事业二部四组,,,-,,,432800.0,,,,,2026-05-18,2.0,2,60
马琛超,审批通过,未回购,,CTB-400 2.0-LJ-QY电池系统（CTB400 2.0普通功率）,AF0PBG4WHF07,LDJT-2026-014-HYJT-14420,PPS-202606-1243,已会签,2026-06-16 17:48:15.0,2026-07-02 19:35:15.0,陕重汽,LZGJLM44XTX075857,山西华源晋通汽贸有限公司,事业二部三组,,,-,,,308100.0,,,,,2026-07-02,1.0,1,15
